,nBalls,meanGap,nBins,queries,std
0,10,1.29399,101,1,0.5204054398464929
1,100,2.9289000000000005,101,1,0.7449791903093629
2,1000,5.382009899999999,101,1,1.3895469828035354
3,10000,6.414099999999999,101,1,1.8508510609040507
4,10,1.30299,101,2,0.5240903268241751
5,100,2.7559000000000005,101,2,0.722499831146005
6,1000,3.45501,101,2,0.9561266538373346
7,10000,3.4250999999999996,101,2,0.9500935099650338
