,nBalls,meanGap,nBins,std
0,10,0.9990000000000002,10000,2.221557105636704e-16
1,100,0.9940000000000001,10000,0.06315051850925682
2,1000,1.8599999999999997,10000,0.1960572325583487
3,10000,2.056,10000,0.2300367729666649
4,100000,2.505,10000,0.50022517452166
5,1000000,2.52,10000,0.4998498272980094
6,10000000,2.513,10000,0.5000810745080053
7,100000000,2.535,10000,0.49902306963107823
