,nBalls,meanGap,nBins,std
0,10,1.036,1000,0.20958990416508122
1,100,2.0359999999999996,1000,0.34874865680834616
2,1000,4.488,1000,0.6740254522718785
3,10000,11.814,1000,1.5439520030712703
4,100000,33.828,1000,3.8521753925873177
5,1000000,104.161,1000,11.275735950314782
