,nBalls,meanGap,nBins,std
0,10,1.0020000000000002,10000,0.05471740119919801
1,100,1.4029999999999996,10000,0.4966665658947435
2,1000,2.7159999999999993,10000,0.47367538290306826
3,10000,5.691,10000,0.6870160049016261
4,100000,14.351,10000,1.3362576789618779
5,1000000,40.873,10000,3.4912834402351325
6,10000000,124.68,10000,10.190655005908573
7,100000000,386.456,10000,31.296030187637303
