18750.8, 21303.1, 19215.4, 24253, 24555.1, 24558.1, 23287.6, 23416.8, 23091.4, 22587.5, 23490.7, 22314.3, 23792.5 
22879.7, 18899.7, 21951.4, 23537, 22805.2, 25347.6, 20803.9, 22053.9, 25041.4, 23532.4, 22002.9, 24252.7, 24272.9 
24530.3, 26399, 23540.4, 25431.3, 22623.7, 22975.5, 24480.8, 22640.1, 24600.4, 23887.9, 23088.6, 23812.3, 22917.1 
25781.6, 19377, 22618.8, 21353, 21521.3, 28529, 26405, 22443, 22709.9, 23792.6, 21903.2, 21927.3, 23438.4 
21986.9, 24132.2, 24256.1, 21088.1, 27352.7, 22259.9, 25919.4, 23740.8, 23926.8, 24248.7, 20460.1, 22351.5, 23614.7 
28763.8, 24989.7, 19865.7, 22334.6, 23830.1, 24435.7, 21963.7, 21456, 21675, 22052.1, 23619.1, 23693.6, 23891.8 
21553.7, 26531, 26272.9, 21353, 22398.8, 23206.2, 23454.5, 22555.4, 24600.4, 23461.9, 24249.8, 24091.6, 23070.3 
27096.8, 27473.7, 22618.8, 23129.2, 22220.5, 21281.1, 23723.9, 23241.9, 22609.3, 21920.3, 22631.6, 22955.3, 23243.9 
17664, 23420.7, 24745.3, 24192.5, 22988.2, 23400.2, 22471.1, 22810.5, 21650.9, 22519.9, 21083, 21963.9, 24435.2 
25781.6, 25240.2, 20469.7, 22334.6, 21564.4, 21746.9, 21072.9, 24009.3, 20733.2, 24937, 22345.5, 23166.6, 22426.1 
18750.8, 22281.2, 25160.5, 27478.1, 24801.6, 24970.5, 24868.3, 25334.3, 22063.6, 24176.1, 25492.6, 21547, 22000.5 
25526.3, 23537.8, 19087.9, 19131.3, 26865.2, 24476.4, 21683.3, 19807.3, 23636.3, 21942.2, 23597.7, 23321.5, 23931.6 
21129, 25620.7, 21303.7, 23303.1, 25556.2, 22520.9, 24133.8, 23711.2, 21340.6, 23368.3, 23683.6, 22332.9, 23971.5 
28197, 20165.8, 23697.6, 21567.3, 22896.5, 22899.1, 21652.3, 22499.1, 22484.1, 23228.6, 23025.7, 24435.2, 23752.8 
21553.7, 20266.6, 23935.4, 24866.2, 23034.2, 22785, 23521.5, 22164.4, 22459.1, 24273, 24538, 22037.2, 22594.8 
21129, 24374.2, 19733.9, 19664, 21911.9, 23322.4, 25882.5, 22527.3, 21411.8, 21166.6, 22590.5, 22898, 24783.7 
17664, 23304.2, 23855.8, 20774.5, 25100.8, 25432.1, 22216, 24159.7, 20390.7, 22229.2, 22143.3, 22129.1, 23871.9 
19904.4, 21197.1, 20199, 22842.2, 21521.3, 21034.5, 23287.6, 23652, 21892.7, 21379.3, 23426.7, 22277.1, 21403.9 
24530.3, 23072.9, 24910.6, 21246.6, 26281.2, 23595.9, 23354.2, 20822.2, 21723.2, 22678, 25147.5, 22463.5, 22482.2 
22206.8, 20469.8, 21805.8, 20312.8, 23782.5, 23167.6, 23859.7, 21429.2, 21965.8, 21272.7, 22447.2, 22576, 24151.9 
18750.8, 26137, 24910.6, 22002.5, 22942.3, 23674.6, 23320.9, 23387.6, 25349.2, 22905.8, 22942.2, 22955.3, 22576 
21769.2, 23304.2, 22024.6, 20983, 25709.9, 23361.3, 23421, 22471, 24655.1, 22140.5, 23046.7, 23792.5, 23438.4 
33394.1, 20065.5, 22769.9, 22057.5, 22714.3, 24599, 21995.1, 23155, 22334.8, 21964.1, 21685.3, 21529.1, 23302.1 
15064.1, 23420.7, 27987.8, 21729.5, 23172.7, 23753.6, 22859.4, 23475.4, 25125, 24103.8, 24161.8, 23108.8, 24031.5 
20507.6, 25493.2, 20131.9, 23773.3, 22988.2, 23556.6, 23690, 21998.8, 22484.1, 24321.6, 23109.6, 23812.3, 23477.4 
20712.6, 27611.1, 21162.3, 21406.4, 22850.8, 22520.9, 20538.3, 22640.1, 25803.6, 22519.9, 23109.6, 23693.6, 21982.2 
23808.8, 21409.7, 23618.9, 20983, 26865.2, 22001.9, 23354.2, 22219.8, 22235.8, 21464.9, 23109.6, 22764.9, 24866.4 
39944.4, 19866.3, 21805.8, 22057.5, 26072, 26032, 21745.3, 24341.5, 22334.8, 22791.6, 23533.4, 22708, 22110.7 
29931.8, 19571.2, 23229.1, 26401.9, 23219, 27184, 22990.3, 22527.3, 21388.1, 22474.9, 24096, 21475.4, 23575.4 
20103.5, 23420.7, 26448.4, 22334.6, 20761.1, 24763.4, 21932.3, 22583.6, 24194, 24152, 22734.6, 23477.4, 23614.7 
21340.3, 17713.1, 23540.4, 22390.5, 23405.4, 24152.5, 22311.3, 22896.1, 23297.5, 24812.7, 22879.7, 22670.2, 23282.7 
22206.8, 24012.2, 24418.1, 21193.6, 23546.1, 23439.2, 23488, 20770.3, 23583.8, 22723.4, 21983, 21085.4, 22936.2 
16806.7, 25366.4, 23075, 25431.3, 20431.8, 22747, 22924.8, 21698.6, 21435.6, 21898.4, 23193.7, 23031.9, 22821.8 
19319, 22170.4, 24827.8, 25367.9, 23877.7, 23244.9, 23254.4, 22109.1, 20710.2, 24787.9, 24052.3, 24414.9, 23457.9 
28763.8, 20065.5, 20199, 22223.4, 23219, 24273.5, 24411, 23329.2, 24958.1, 24787.9, 23046.7, 22092.3, 22576 
16640.3, 24012.2, 29914, 25622.5, 22488.5, 22861, 22089.5, 24647.5, 23820.7, 23792.6, 22365.8, 23713.3, 23012.7 
27096.8, 24865.3, 22319.7, 23478.3, 22759.7, 20618.3, 23221.2, 21944, 23900.2, 22997.6, 23426.7, 22258.6, 23536.2 
33394.1, 17537.3, 20952.1, 23714, 23546.1, 21139.8, 21103, 22782, 23715.1, 21898.4, 22631.6, 23224.6, 23812.3 
29051.5, 21409.7, 19151.6, 23361.4, 21435.5, 21783.1, 24099.4, 23475.4, 22735.2, 23135.9, 22083.1, 23497, 24721.8 
23108.5, 22170.4, 19931.9, 24072, 29334, 23992.1, 22664.4, 21349.1, 24819.9, 22206.9, 23512, 22613.7, 23166.6 
22206.8, 23072.9, 25753.5, 20774.5, 28128.7, 23478.3, 21193.6, 23241.9, 23323.4, 23840.2, 22529, 22314.3, 22783.8 
18565.1, 24496, 28552.3, 25944.4, 20719.6, 22148.9, 22057.9, 23241.9, 22735.2, 22860.1, 22858.9, 24131.8, 22745.9 
21769.2, 21091.7, 20882.5, 23187, 21011.5, 25945.5, 23354.2, 22753.5, 21316.9, 22700.7, 23257, 23302.1, 22727 
21986.9, 21732.4, 22468.8, 24132.2, 23640.4, 25389.8, 21437, 23155, 22310, 23959.6, 23943.3, 22917.1, 22821.8 
23339.6, 19965.6, 24095.2, 23773.3, 20927.7, 23992.1, 20863.4, 25429.4, 22014.6, 22362.9, 24139.9, 22974.4, 23166.6 
25273.6, 24865.3, 21374.7, 20878.5, 23735, 20311.6, 23421, 22782, 22760.4, 24516.8, 24762, 23457.9, 23340.9 
16312.4, 21091.7, 23229.1, 24496.4, 24702.7, 22038.6, 23387.6, 22443, 23900.2, 23887.9, 22652.2, 21637, 24293.1 
20712.6, 32067.7, 22694.2, 23303.1, 24801.6, 22747, 21254.2, 24069.3, 22836.4, 23205.4, 22983.9, 23693.6, 22538.4 
25781.6, 22392.6, 24095.2, 22671.8, 22533.5, 23872.6, 25261.9, 23770.5, 25292.9, 22206.9, 23151.6, 21475.4, 20962.8 
20507.6, 24618.5, 22468.8, 23419.8, 22264.9, 23052.1, 23859.7, 21725.7, 23505.4, 23112.8, 23899.8, 23891.8, 22166 
22879.7, 21197.1, 23384.2, 22842.2, 23126.4, 21602.5, 23588.8, 25556.8, 22459.1, 21811, 24739.5, 23263.3, 22482.2 
27096.8, 26007, 23540.4, 21299.8, 22896.5, 25095.6, 24975, 23446.1, 23040.2, 23043.6, 22963, 22613.7, 23595.1 
18938.3, 24132.2, 19151.6, 24742.3, 21350, 19613.5, 23521.5, 24863.9, 22137.2, 22700.7, 24360.2, 23263.3, 23379.9 
22206.8, 18712.1, 19865.7, 27137.1, 22714.3, 21175.1, 22375.1, 20512.4, 22211.1, 22407.6, 22224, 22936.2, 22055.5 
17840.7, 22617.1, 19865.7, 22899.3, 25302.2, 22148.9, 22859.4, 22247.6, 22811, 24152, 22203.8, 24051.5, 23224.6 
17489.1, 25620.7, 25244.4, 22728.4, 22714.3, 22822.9, 23622.5, 23593, 22709.9, 22295.9, 23405.4, 22314.3, 21945.6 
