,nBalls,meanGap,nBins,std
0,10,0.9240000000000003,100,0.15312559370479986
1,100,1.569,100,0.49748013677581787
2,1000,1.895,100,0.3347940965535191
3,10000,1.907,100,0.31055989349471297
